Datetime,Location_ID,Location_Name,Latitude,Longitude,Hour,Day_of_Week,Month,Weather_Condition,Is_Holiday,Is_Major_Event,Traffic_Volume
2024-01-01 10:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,10,0,1,Cloudy,0,0,1055
2024-01-01 11:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,11,0,1,Clear,0,0,541
2024-01-01 11:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,11,0,1,Clear,0,0,432
2024-01-01 11:00:00,University_Circle,University Circle,18.5528,73.8251,11,0,1,Clear,0,0,331
2024-01-01 11:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,11,0,1,Clear,0,0,635
2024-01-01 12:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,12,0,1,Foggy,0,0,501
2024-01-01 12:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,12,0,1,Foggy,0,0,429
2024-01-01 12:00:00,University_Circle,University Circle,18.5528,73.8251,12,0,1,Foggy,0,0,396
2024-01-01 12:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,12,0,1,Foggy,0,0,669
2024-01-01 13:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,13,0,1,Cloudy,0,0,582
2024-01-01 13:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,13,0,1,Cloudy,0,0,543
2024-01-01 13:00:00,University_Circle,University Circle,18.5528,73.8251,13,0,1,Cloudy,0,0,360
2024-01-01 13:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,13,0,1,Cloudy,0,0,659
2024-01-01 14:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,14,0,1,Foggy,0,0,560
2024-01-01 14:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,14,0,1,Foggy,0,0,411
2024-01-01 14:00:00,University_Circle,University Circle,18.5528,73.8251,14,0,1,Foggy,0,0,401
2024-01-01 14:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,14,0,1,Foggy,0,0,638
2024-01-01 15:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,15,0,1,Clear,0,0,554
2024-01-01 15:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,15,0,1,Clear,0,0,414
2024-01-01 15:00:00,University_Circle,University Circle,18.5528,73.8251,15,0,1,Clear,0,0,336
2024-01-01 15:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,15,0,1,Clear,0,0,687
2024-01-01 16:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,16,0,1,Clear,0,0,527
2024-01-01 16:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,16,0,1,Clear,0,0,407
2024-01-01 16:00:00,University_Circle,University Circle,18.5528,73.8251,16,0,1,Clear,0,0,396
2024-01-01 16:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,16,0,1,Clear,0,0,644
2024-01-01 17:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,17,0,1,Clear,0,0,752
2024-01-01 17:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,17,0,1,Clear,0,0,701
2024-01-01 17:00:00,University_Circle,University Circle,18.5528,73.8251,17,0,1,Clear,0,0,497
2024-01-01 17:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,17,0,1,Clear,0,0,1019
2024-01-01 18:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,18,0,1,Rainy,0,0,587
2024-01-01 18:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,18,0,1,Rainy,0,0,544
2024-01-01 18:00:00,University_Circle,University Circle,18.5528,73.8251,18,0,1,Rainy,0,0,377
2024-01-01 18:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,18,0,1,Rainy,0,0,857
2024-01-01 19:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,19,0,1,Clear,0,0,900
2024-01-01 19:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,19,0,1,Clear,0,0,640
2024-01-01 19:00:00,University_Circle,University Circle,18.5528,73.8251,19,0,1,Clear,0,0,554
2024-01-01 19:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,19,0,1,Clear,0,0,1099
2024-01-01 20:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,20,0,1,Cloudy,0,0,762
2024-01-01 20:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,20,0,1,Cloudy,0,0,662
2024-01-01 20:00:00,University_Circle,University Circle,18.5528,73.8251,20,0,1,Cloudy,0,0,541
2024-01-01 20:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,20,0,1,Cloudy,0,0,945
2024-01-01 21:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,21,0,1,Clear,0,0,453
2024-01-01 21:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,21,0,1,Clear,0,0,482
2024-01-01 21:00:00,University_Circle,University Circle,18.5528,73.8251,21,0,1,Clear,0,0,379
2024-01-01 21:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,21,0,1,Clear,0,0,650
2024-01-01 22:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,22,0,1,Rainy,0,0,445
2024-01-01 22:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,22,0,1,Rainy,0,0,336
2024-01-01 22:00:00,University_Circle,University Circle,18.5528,73.8251,22,0,1,Rainy,0,0,246
2024-01-01 22:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,22,0,1,Rainy,0,0,435
2024-01-01 23:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,23,0,1,Clear,0,0,522
2024-01-01 23:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,23,0,1,Clear,0,0,471
2024-01-01 23:00:00,University_Circle,University Circle,18.5528,73.8251,23,0,1,Clear,0,0,376
2024-01-01 23:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,23,0,1,Clear,0,0,722
2024-01-02 00:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,0,1,1,Clear,0,0,125
2024-01-02 00:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,0,1,1,Clear,0,0,117
2024-01-02 00:00:00,University_Circle,University Circle,18.5528,73.8251,0,1,1,Clear,0,0,87
2024-01-02 00:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,0,1,1,Clear,0,0,168
2024-01-02 01:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,1,1,1,Rainy,0,0,88
2024-01-02 01:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,1,1,1,Rainy,0,0,65
2024-01-02 01:00:00,University_Circle,University Circle,18.5528,73.8251,1,1,1,Rainy,0,0,70
2024-01-02 01:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,1,1,1,Rainy,0,0,100
2024-01-02 02:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,2,1,1,Rainy,0,0,85
2024-01-02 02:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,2,1,1,Rainy,0,0,86
2024-01-02 02:00:00,University_Circle,University Circle,18.5528,73.8251,2,1,1,Rainy,0,0,68
2024-01-02 02:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,2,1,1,Rainy,0,0,134
2024-01-02 03:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,3,1,1,Cloudy,0,0,104
2024-01-02 03:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,3,1,1,Cloudy,0,0,109
2024-01-02 03:00:00,University_Circle,University Circle,18.5528,73.8251,3,1,1,Cloudy,0,0,80
2024-01-02 03:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,3,1,1,Cloudy,0,0,126
2024-01-02 04:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,4,1,1,Foggy,0,0,116
2024-01-02 04:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,4,1,1,Foggy,0,0,80
2024-01-02 04:00:00,University_Circle,University Circle,18.5528,73.8251,4,1,1,Foggy,0,0,93
2024-01-02 04:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,4,1,1,Foggy,0,0,154
2024-01-02 05:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,5,1,1,Clear,0,0,147
2024-01-02 05:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,5,1,1,Clear,0,0,128
2024-01-02 05:00:00,University_Circle,University Circle,18.5528,73.8251,5,1,1,Clear,0,0,83
2024-01-02 05:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,5,1,1,Clear,0,0,175
2024-01-02 06:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,6,1,1,Cloudy,0,0,326
2024-01-02 06:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,6,1,1,Cloudy,0,0,243
2024-01-02 06:00:00,University_Circle,University Circle,18.5528,73.8251,6,1,1,Cloudy,0,0,216
2024-01-02 06:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,6,1,1,Cloudy,0,0,445
2024-01-02 07:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,7,1,1,Clear,0,0,331
2024-01-02 07:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,7,1,1,Clear,0,0,327
2024-01-02 07:00:00,University_Circle,University Circle,18.5528,73.8251,7,1,1,Clear,0,0,233
2024-01-02 07:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,7,1,1,Clear,0,0,412
2024-01-02 08:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,8,1,1,Clear,0,0,798
2024-01-02 08:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,8,1,1,Clear,0,0,685
2024-01-02 08:00:00,University_Circle,University Circle,18.5528,73.8251,8,1,1,Clear,0,0,520
2024-01-02 08:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,8,1,1,Clear,0,0,833
2024-01-02 09:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,9,1,1,Rainy,0,0,598
2024-01-02 09:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,9,1,1,Rainy,0,0,537
2024-01-02 09:00:00,University_Circle,University Circle,18.5528,73.8251,9,1,1,Rainy,0,0,347
2024-01-02 09:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,9,1,1,Rainy,0,0,769
2024-01-02 10:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,10,1,1,Cloudy,0,0,806
2024-01-02 10:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,10,1,1,Cloudy,0,0,585
2024-01-02 10:00:00,University_Circle,University Circle,18.5528,73.8251,10,1,1,Cloudy,0,0,498
2024-01-02 10:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,10,1,1,Cloudy,0,0,955
2024-01-02 11:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,11,1,1,Cloudy,0,0,480
2024-01-02 11:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,11,1,1,Cloudy,0,0,502
2024-01-02 11:00:00,University_Circle,University Circle,18.5528,73.8251,11,1,1,Cloudy,0,0,380
2024-01-02 11:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,11,1,1,Cloudy,0,0,585
2024-01-02 12:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,12,1,1,Clear,0,0,659
2024-01-02 12:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,12,1,1,Clear,0,0,590
2024-01-02 12:00:00,University_Circle,University Circle,18.5528,73.8251,12,1,1,Clear,0,0,435
2024-01-02 12:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,12,1,1,Clear,0,0,810
2024-01-02 13:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,13,1,1,Rainy,0,0,467
2024-01-02 13:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,13,1,1,Rainy,0,0,387
2024-01-02 13:00:00,University_Circle,University Circle,18.5528,73.8251,13,1,1,Rainy,0,0,305
2024-01-02 13:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,13,1,1,Rainy,0,0,527
2024-01-02 14:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,14,1,1,Clear,0,0,675
2024-01-02 14:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,14,1,1,Clear,0,0,545
2024-01-02 14:00:00,University_Circle,University Circle,18.5528,73.8251,14,1,1,Clear,0,0,456
2024-01-02 14:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,14,1,1,Clear,0,0,851
2024-01-02 15:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,15,1,1,Clear,0,0,511
2024-01-02 15:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,15,1,1,Clear,0,0,468
2024-01-02 15:00:00,University_Circle,University Circle,18.5528,73.8251,15,1,1,Clear,0,0,318
2024-01-02 15:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,15,1,1,Clear,0,0,654
2024-01-02 16:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,16,1,1,Cloudy,0,0,465
2024-01-02 16:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,16,1,1,Cloudy,0,0,412
2024-01-02 16:00:00,University_Circle,University Circle,18.5528,73.8251,16,1,1,Cloudy,0,0,311
2024-01-02 16:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,16,1,1,Cloudy,0,0,675
2024-01-02 17:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,17,1,1,Cloudy,0,0,827
2024-01-02 17:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,17,1,1,Cloudy,0,0,621
2024-01-02 17:00:00,University_Circle,University Circle,18.5528,73.8251,17,1,1,Cloudy,0,0,535
2024-01-02 17:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,17,1,1,Cloudy,0,0,1042
2024-01-02 18:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,18,1,1,Cloudy,0,0,719
2024-01-02 18:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,18,1,1,Cloudy,0,0,671
2024-01-02 18:00:00,University_Circle,University Circle,18.5528,73.8251,18,1,1,Cloudy,0,0,484
2024-01-02 18:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,18,1,1,Cloudy,0,0,1078
2024-01-02 19:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,19,1,1,Cloudy,0,0,838
2024-01-02 19:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,19,1,1,Cloudy,0,0,679
2024-01-02 19:00:00,University_Circle,University Circle,18.5528,73.8251,19,1,1,Cloudy,0,0,477
2024-01-02 19:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,19,1,1,Cloudy,0,0,1008
2024-01-02 20:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,20,1,1,Cloudy,0,0,758
2024-01-02 20:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,20,1,1,Cloudy,0,0,660
2024-01-02 20:00:00,University_Circle,University Circle,18.5528,73.8251,20,1,1,Cloudy,0,0,607
2024-01-02 20:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,20,1,1,Cloudy,0,0,873
2024-01-02 21:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,21,1,1,Clear,0,0,496
2024-01-02 21:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,21,1,1,Clear,0,0,502
2024-01-02 21:00:00,University_Circle,University Circle,18.5528,73.8251,21,1,1,Clear,0,0,342
2024-01-02 21:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,21,1,1,Clear,0,0,552
2024-01-02 22:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,22,1,1,Clear,0,0,532
2024-01-02 22:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,22,1,1,Clear,0,0,404
2024-01-02 22:00:00,University_Circle,University Circle,18.5528,73.8251,22,1,1,Clear,0,0,337
2024-01-02 22:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,22,1,1,Clear,0,0,674
2024-01-02 23:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,23,1,1,Clear,0,0,464
2024-01-02 23:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,23,1,1,Clear,0,0,498
2024-01-02 23:00:00,University_Circle,University Circle,18.5528,73.8251,23,1,1,Clear,0,0,317
2024-01-02 23:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,23,1,1,Clear,0,0,663
2024-01-03 00:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,0,2,1,Clear,0,0,120
2024-01-03 00:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,0,2,1,Clear,0,0,117
2024-01-03 00:00:00,University_Circle,University Circle,18.5528,73.8251,0,2,1,Clear,0,0,102
2024-01-03 00:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,0,2,1,Clear,0,0,183
2024-01-03 01:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,1,2,1,Rainy,0,0,102
2024-01-03 01:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,1,2,1,Rainy,0,0,90
2024-01-03 01:00:00,University_Circle,University Circle,18.5528,73.8251,1,2,1,Rainy,0,0,72
2024-01-03 01:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,1,2,1,Rainy,0,0,133
2024-01-03 02:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,2,2,1,Clear,0,0,115
2024-01-03 02:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,2,2,1,Clear,0,0,124
2024-01-03 02:00:00,University_Circle,University Circle,18.5528,73.8251,2,2,1,Clear,0,0,87
2024-01-03 02:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,2,2,1,Clear,0,0,129
2024-01-03 03:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,3,2,1,Clear,0,0,116
2024-01-03 03:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,3,2,1,Clear,0,0,91
2024-01-03 03:00:00,University_Circle,University Circle,18.5528,73.8251,3,2,1,Clear,0,0,98
2024-01-03 03:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,3,2,1,Clear,0,0,131
2024-01-03 04:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,4,2,1,Clear,0,0,113
2024-01-03 04:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,4,2,1,Clear,0,0,117
2024-01-03 04:00:00,University_Circle,University Circle,18.5528,73.8251,4,2,1,Clear,0,0,93
2024-01-03 04:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,4,2,1,Clear,0,0,195
2024-01-03 05:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,5,2,1,Clear,0,0,97
2024-01-03 05:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,5,2,1,Clear,0,0,132
2024-01-03 05:00:00,University_Circle,University Circle,18.5528,73.8251,5,2,1,Clear,0,0,101
2024-01-03 05:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,5,2,1,Clear,0,0,180
2024-01-03 06:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,6,2,1,Cloudy,0,0,283
2024-01-03 06:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,6,2,1,Cloudy,0,0,257
2024-01-03 06:00:00,University_Circle,University Circle,18.5528,73.8251,6,2,1,Cloudy,0,0,224
2024-01-03 06:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,6,2,1,Cloudy,0,0,380
2024-01-03 07:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,7,2,1,Clear,0,0,317
2024-01-03 07:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,7,2,1,Clear,0,0,266
2024-01-03 07:00:00,University_Circle,University Circle,18.5528,73.8251,7,2,1,Clear,0,0,216
2024-01-03 07:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,7,2,1,Clear,0,0,419
2024-01-03 08:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,8,2,1,Clear,0,0,687
2024-01-03 08:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,8,2,1,Clear,0,0,626
2024-01-03 08:00:00,University_Circle,University Circle,18.5528,73.8251,8,2,1,Clear,0,0,530
2024-01-03 08:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,8,2,1,Clear,0,0,1074
2024-01-03 09:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,9,2,1,Clear,0,0,640
2024-01-03 09:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,9,2,1,Clear,0,0,746
2024-01-03 09:00:00,University_Circle,University Circle,18.5528,73.8251,9,2,1,Clear,0,0,529
2024-01-03 09:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,9,2,1,Clear,0,0,1042
2024-01-03 10:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,10,2,1,Cloudy,0,0,709
2024-01-03 10:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,10,2,1,Cloudy,0,0,558
2024-01-03 10:00:00,University_Circle,University Circle,18.5528,73.8251,10,2,1,Cloudy,0,0,489
2024-01-03 10:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,10,2,1,Cloudy,0,0,881
2024-01-03 11:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,11,2,1,Cloudy,0,0,467
2024-01-03 11:00:00,JM_Road,JM Road (Jungli Maharaj Road),18.5308,73.8475,11,2,1,Cloudy,0,0,458
2024-01-03 11:00:00,University_Circle,University Circle,18.5528,73.8251,11,2,1,Cloudy,0,0,326
2024-01-03 11:00:00,Pune_Station,Pune Railway Station,18.5285,73.8742,11,2,1,Cloudy,0,0,621
2024-01-03 12:00:00,FC_Road,FC Road (Fergusson College Road),18.5236,73.8419,12,2,1,Clear,0,0,611
